uniprot_id,frequency,pdb_ids
P29082,5,"2CB2,2YAV,6QMV,6QNE,6QO0"
P29148,1,4GER
P29160,7,"1H7M,1W3E,1W41,1W42,2BO1,3LFO,3RA5"
P29166,1,4XDD
P29187,4,"4LFQ,4LFS,4Z7P,5I5C"
P29208,1,1FHU
P29218,3,"4AS4,6GJ0,6ZK0"
P29241,1,1R12
P29253,1,1JL2
P29317,4,"3C8X,4P2K,5EK7,5I9U"
P29320,9,"2GSF,2QO2,2QOD,2QOF,2QOI,2QOK,2QOL,2QOO,3FY2"
P29323,1,1B4F
P29350,5,"4GRY,4GRZ,4HJP,4HJQ,8YHI"
P29353,1,4XWX
P29366,1,2V6V
P29373,17,"2FRS,2FS6,2FS7,3D95,3D96,3D97,3FA7,3FA8,3FA9,3FEK,3FEL,3FEN,3I17,7AA0,7AA1,7OXW,7OXX"
P29374,1,6BPH
P29376,1,7NX1
P29391,3,"1H96,1LB3,6Z3D"
P29392,1,1SFP
P29394,1,1ZAV
P29396,1,1ZAV
P29397,1,2XHA
P29400,2,"5NAZ,6WKU"
P29421,1,2QN4
P29422,2,"1GWE,1HBZ"
P29460,1,3D85
P29466,3,"1SC3,6BZ9,8WRA"
P29468,1,2HHP
P29476,2,"1QAU,1QAV"
P29477,1,3GOF
P29536,1,4Z79
P29539,2,"4BJS,4BJT"
P29549,2,"1JB7,2I0Q"
P29557,1,2IDR
P29590,6,"4WJO,5YUF,6UYO,6UYP,6UYQ,6UYR"
P29597,1,4PO6
P29599,1,1ST3
P29600,11,"1C9J,1GCI,1NDQ,1NDU,1SVN,3BX1,4CFY,4CFZ,4CG0,6Y5S,6Y5T"
P29602,1,1JER
P29603,3,"1SJ1,2Z8Q,4DHV"
P29622,1,6F4U
P29692,1,5JPO
P29715,1,1BRT
P29717,7,"1CZ1,1EQP,2PBO,2PC8,2PF0,3N9K,4M80"
P29762,1,7A9Y
P29768,6,"2SIL,3SIL,6TRG,6TVI,7AEY,7AF2"
P29772,1,4O7K
P29783,2,"7PWH,7PWI"
P29882,1,6LQN
P29957,1,1AQM
P29985,1,5N3U
P30014,5,"3V9W,3V9X,3V9Z,4KAZ,4KB1"
P30038,1,4OE5
P30044,6,"1H4O,1HD2,1URM,2VL2,2VL3,3MNG"
P30046,6,"1DPT,4Q3F,7MRU,7MRV,7MSE,7MW7"
P30074,8,"1BI5,1D6F,1I86,1I88,1I89,1I8B,1JWX,1U0V"
P30086,1,1BEH
P30122,1,2BCE
P30130,3,"1ZE3,3BWU,7B0X"
P30131,2,"1GXT,1GXU"
P30138,1,1ZUD
P30177,1,4MUO
P30204,1,6J02
P30233,1,2DS2
P30279,1,6EI2
P30289,1,1MGR
P30305,7,"1QB0,1YMD,1YMK,1YML,2A2K,2IFV,3FQT"
P30340,1,1R1T
P30403,5,"3UCI,4M4C,4R5R,4R5U,4RQG"
P30405,9,"2BIT,2BIU,3QYU,3R54,3RCG,4O8H,4O8I,6Y3E,6YBM"
P30438,3,"1PUO,1ZKR,2EJN"
P30440,3,"1PUO,1ZKR,2EJN"
P30519,1,5UC9
P30533,1,2FCW
P30563,2,"5PAL,5ZGM"
P30622,3,"2E3H,2HQH,3RDV"
P30626,1,4USL
P30627,1,2WTG
P30656,1,1RYP
P30657,1,1RYP
P30680,1,6EXJ
P30709,1,1MCT
P30711,1,2C3N
P30748,4,"1FM0,1FMA,1JW9,1NVI"
P30749,3,"1FM0,1FMA,1NVI"
P30820,3,"1YUX,1YUZ,1YV1"
P30838,1,3SZA
P30896,1,1N9B
P30958,1,3HJH
P30960,1,1KNG
P30967,8,"1LTU,3TK4,4ESM,4ETL,4Q3W,4Q3X,4Q3Y,4Q3Z"
P30996,1,2A97
P31007,4,"3TVT,4RP3,4RP4,4RP5"
P31013,1,2EZ2
P31016,18,"1BE9,1KJW,1TP3,1TP5,1TQ3,5HDY,5HEB,5HED,5HEY,5HF1,5HF4,5HFB,5HFC,5HFD,5HFE,5HFF,5MZ7,7CQF"
P31025,1,1XKI
P31032,1,1FIU
P31037,2,"4D5R,4D5T"
P31044,1,2IQY
P31100,1,1OQS
P31101,6,"1E1D,1E2U,1E9V,1GNT,1OA1,1W9M"
P31109,1,3B5N
P31133,7,"6YE7,6YEB,7OYS,7OYT,7OYU,7OYY,7OYZ"
P31151,3,"1PSR,2WND,4AQJ"
P31153,5,"6FAJ,6FWB,8P1T,8P1V,8P1W"
P31161,1,3DC6
P31243,1,2POR
P31327,1,2YVQ
P31340,2,"3AQJ,3QR7"
P31345,4,"2VY6,2VY7,2VY8,4UAF"
P31353,1,5UE7
P31380,1,5GN1
P31382,2,"6P28,6ZQP"
P31386,1,4X33
P31412,1,1U7L
P31415,1,5CRG
P31417,1,1MDC
P31424,1,1DDV
P31431,1,1OBY
P31483,1,3BS9
P31489,1,1P9H
P31517,2,"2J0P,2J0R"
P31572,3,"1XA3,1XK6,1XK7"
P31580,1,3VTG
P31622,1,2V4X
P31658,1,1N57
P31663,1,1IHO
P31696,2,"1JB3,1PZ7"
P31697,4,"1ZE3,3BWU,7B0W,7B0X"
P31713,1,3M7Q
P31725,1,6ZDY
P31749,4,"1UNP,1UNR,2UZR,7MYX"
P31783,1,5EBG
P31808,1,3F1L
P31867,1,5Z6U
P31891,14,"3RGW,4IUB,4IUC,4IUD,4TTT,5D51,5MDJ,5MDK,5MDL,7ODG,7ODH,8POU,8POV,8POW"
P31892,14,"3RGW,4IUB,4IUC,4IUD,4TTT,5D51,5MDJ,5MDK,5MDL,7ODG,7ODH,8POU,8POV,8POW"
P31947,1,7AEW
P31948,2,"1ELR,1ELW"
P31992,1,1GYX
P31994,1,2FCB
P31997,2,"4Y88,4YIQ"
P32021,4,"5LSQ,5V2T,5V32,8UC2"
P32081,3,"2ES2,3PF4,3PF5"
P32119,2,"1QMV,7KIZ"
P32125,1,1NP6
P32138,1,5AED
P32169,9,"1OJR,2UYU,2V2B,2V9E,2V9I,2V9L,2V9M,2V9N,2V9O"
P32170,1,1D8W
P32173,6,"1E5K,1FR9,1H4C,1H4D,1H4E,1HJJ"
P32179,1,1K9Z
P32241,7,"1OGT,5DEF,5DEG,5IB1,5IB2,5IB3,5IB4"
P32322,4,"5UAW,5UAX,6XP1,6XP3"
P32357,104,"3SBT,4ILH,5QYL,5QYM,5QYN,5QYO,5QYP,5QYQ,5QYR,5QYS,5QYT,5QYU,5QYV,5QYW,5QYX,5QYY,5QYZ,5QZ0,5QZ1,5QZ2,5QZ3,5QZ4,5QZ5,5QZ6,5QZ7,5QZ8,5QZ9,5QZA,5QZB,5QZC,5QZD,5QZE,5QZF,5QZG,5QZH,5QZI,5QZJ,5QZK,5QZL,5QZM,5QZN,5QZO,5QZP,5QZR,5QZS,5QZT,5QZU,5QZW,5QZX,5QZY,5QZZ,5R00,5R01,5R02,5R03,5R04,5R05,5R06,5R07,5R08,5R0N,5R0O,5R0P,5R0Q,5R0R,5R0S,5R0T,5R0U,5R0V,5R0W,5R0X,5R0Y,5R0Z,5R10,5R11,5R12,5R13,5R14,5R15,5R16,5R17,5R18,5R19,5R1A,5R1B,5R1C,5R1D,5R1E,5R1F,5R1G,5R1J,5R1K,5R1L,5R1M,5R1N,5R1O,5R1P,5R1Q,5ST2,5ST3,5STC,7FL0,7FO8,7FP0"
P32368,1,3LWT
P32372,1,4BMC
P32379,1,1RYP
P32396,7,"1AK1,1C1H,1DOZ,2H1V,2HK6,3GOQ,3M4Z"
P32447,5,"1ROC,2HUE,5UCB,5UEA,5UEK"
P32449,1,1OFO
P32455,1,1DG3
P32471,2,"1F60,2B7C"
P32504,1,4ACO
P32505,2,"2V75,5L2L"
P32523,1,2BAY
P32527,1,5DJE
P32557,1,4DVC
P32558,5,"3BIP,3BIQ,3BIT,4IOY,4WNN"
P32562,1,6MF4
P32588,1,3MD1
P32591,1,2FQ3
P32597,1,6KMJ
P32613,1,3PR6
P32639,2,"3IM1,3IM2"
P32656,2,"5HWI,5HWK"
P32717,1,4PDX
P32718,1,3HTV
P32729,1,3V7Q
P32738,1,1T1U
P32754,1,3ISQ
P32766,1,6UIO
P32768,1,4LHL
P32790,4,"1SSH,1Z9Z,2V1Q,3IDW"
P32793,1,2A08
P32816,1,1JPU
P32849,1,5YRQ
P32851,3,"1EZ3,1N7S,5W5C"
P32867,1,3B5N
P32890,2,"1DJR,1LTS"
P32909,1,3K3V
P32917,1,3FZE
P32923,1,2GEC
P32977,2,"4RJW,4RJX"
P32989,1,2H7G
P33012,1,1JYH
P33022,1,1Q8F
P33025,1,4GIJ
P33038,5,"1DLG,1EJC,1EJD,4E7G,4EII"
P33128,1,5GHU
P33150,1,3K6I
P33160,1,2NAC
P33176,1,5LT1
P33198,1,1LWD
P33242,1,1YP0
P33260,2,"2CIK,2H6P"
P33284,5,"3O1W,3O4W,3O5B,3O6W,3O8M"
P33313,1,6HFM
P33316,2,"4MZ6,7PWJ"
P33322,1,3U28
P33324,2,"3B74,3Q8G"
P33331,2,"1GY7,1GYB"
P33334,104,"3SBT,4ILH,5QYL,5QYM,5QYN,5QYO,5QYP,5QYQ,5QYR,5QYS,5QYT,5QYU,5QYV,5QYW,5QYX,5QYY,5QYZ,5QZ0,5QZ1,5QZ2,5QZ3,5QZ4,5QZ5,5QZ6,5QZ7,5QZ8,5QZ9,5QZA,5QZB,5QZC,5QZD,5QZE,5QZF,5QZG,5QZH,5QZI,5QZJ,5QZK,5QZL,5QZM,5QZN,5QZO,5QZP,5QZR,5QZS,5QZT,5QZU,5QZW,5QZX,5QZY,5QZZ,5R00,5R01,5R02,5R03,5R04,5R05,5R06,5R07,5R08,5R0N,5R0O,5R0P,5R0Q,5R0R,5R0S,5R0T,5R0U,5R0V,5R0W,5R0X,5R0Y,5R0Z,5R10,5R11,5R12,5R13,5R14,5R15,5R16,5R17,5R18,5R19,5R1A,5R1B,5R1C,5R1D,5R1E,5R1F,5R1G,5R1J,5R1K,5R1L,5R1M,5R1N,5R1O,5R1P,5R1Q,5ST2,5ST3,5STC,7FL0,7FO8,7FP0"
P33362,1,4WEP
P33368,1,6OZ7
P33406,2,"5LN8,5LND"
P33424,1,6NU9
P33426,1,3RKD
P33590,2,"1UIU,1UIV"
P33643,3,"1PRZ,1V9F,2IST"
P33644,1,1Z9T
P33650,1,3I8S
P33652,1,2WUQ
P33678,1,1ISU
P33755,2,"6JWH,6JWJ"
P33760,1,8U0X
P33763,1,6WN7
P33764,4,"1KSO,3NSK,3NSL,3NSO"
P33767,1,4J86
P33788,1,3OMY
P33891,1,3ETV
P33893,1,4N0H
P33912,1,1A8Q
P33913,1,7ATR
P33981,1,4H7Y
P34021,1,2HAN
P34097,2,"1NWO,1NWP"
P34111,1,5AIM
P34170,1,2WCK
P34209,1,3CA8
P34216,1,6WY6
P34227,1,5YKJ
P34439,1,4J0E
P34629,1,2HC9
P34697,2,"3KBE,3KBF"
P34704,1,1SZH
P34736,4,"5HGX,5I4I,5I5G,5XRY"
P34884,1,2GDG
P34945,1,5EIU
P34948,1,1PMI
P34998,1,3EHU
P35030,8,"1H4W,2R9P,3P92,3P95,4DG4,5C67,5JBT,6BX8"
P35031,5,"1UTK,1UTM,2STA,2STB,2TBS"
P35033,1,1A0J
P35049,13,"1FN8,1FY4,1FY5,1GDN,1GDQ,1GDU,1PQ8,1TRY,1XVM,1XVO,2G51,2G52,2VU8"
P35120,1,4P0I
P35129,1,1Z2U
P35150,1,3MFD
P35154,1,5H66
P35160,5,"1ST9,1SU9,2F9S,2H1B,3C71"
P35164,1,4ZR7
P35184,1,4ZOX
P35189,2,"3QRL,5D7E"
P35193,2,"5AZF,5JGE"
P35195,1,1LXJ
P35219,1,2W2J
P35221,2,"6V2O,6V2P"
P35222,2,"1JDH,3FQN"
P35225,3,"3L5X,4I77,5L6Y"
P35226,1,6WI7
P35228,4,"5XN3,6JWM,6JWN,6KEY"
P35236,3,"1ZC0,2GPH,3O4S"
P35240,2,"1H4R,7LWH"
P35244,1,3KDF
P35247,5,"1PW9,1PWB,2GGU,3DBZ,3IKN"
P35254,1,4G2K
P35259,1,4GH9
P35269,2,"1F3U,1I27"
P35318,2,"4RWF,6V2E"
P35439,8,"1PB7,1PB8,1PB9,1Y1M,1Y1Z,1Y20,2HQW,4KCC"
P35444,1,6SF6
P35499,1,6MBA
P35505,3,"1QCN,1QCO,1QQJ"
P35530,1,1RY9
P35555,3,"1UZK,1UZP,2W86"
P35579,4,"3ZWH,4CFQ,4CFR,4ETO"
P35609,5,"5A37,5A38,6SWT,6TS3,7B55"
P35630,2,"2OUI,3FPC"
P35637,3,"5XRR,6BWZ,6BXV"
P35658,1,2OIT
P35670,1,6A71
P35672,2,"4G08,6XFK"
P35751,1,1UCS
P35755,9,"1D9V,1MRP,1QW0,2O68,2O6A,3KN7,3KN8,3OD7,3ODB"
P35762,1,3X0F
P35774,1,3EXV
P35790,1,2I7Q
P35804,9,"1JTG,1XXM,2B5R,2G2U,2G2W,3C4O,3C4P,3GMU,3N4I"
P35806,1,5AY6
P35813,2,"4RA2,4RAG"
P35829,2,"7QFG,7QFL"
P35833,1,1BGC
P35835,1,5GL8
P35837,1,3C9I
P35845,1,5H28
P35926,1,3PLW
P35954,1,1JEK
P35956,1,5LLJ
P35963,10,"3OQ7,3OQD,3OTS,3OTY,3OU1,3OU3,3OU4,3OUA,3OUB,3OUD"
P36006,1,1RUW
P36012,1,8T0P
P36037,4,"3GAE,3L3F,3ODT,3PST"
P36041,1,6FC2
P36068,1,1XLY
P36088,1,1F5M
P36094,1,2Q6Q
P36108,1,2V6X
P36114,1,1PYO
P36130,1,2PQR
P36136,1,3F3K
P36151,1,3KC2
P36156,1,5LKB
P36160,1,5WXL
P36161,1,3KFO
P36193,1,4EZR
P36203,1,3HR8
P36206,2,"1B8Z,1RIY"
P36217,36,"1ENX,1XYO,1XYP,2DFB,2DFC,4HK8,4HK9,4HKL,4HKO,4HKW,4XPV,4XQ4,4XQD,4XQW,5ZF3,5ZH0,5ZH9,5ZII,5ZIW,5ZKZ,6JUG,6JWB,6JXL,6JZP,6K9O,6K9R,6K9W,6K9X,6KVV,6KW9,6KWC,6KWD,6KWE,6KWF,6KWG,6KWH"
P36238,1,3CJS
P36275,2,"1TD0,1TD4"
P36406,1,5VZV
P36438,1,1HCZ
P36551,1,2AEX
P36629,1,4YH8
P36639,8,"3Q93,3ZR1,5GHP,6GLK,6GLO,6GLT,6JVF,7ESF"
P36649,32,"1KV7,1N68,1PF3,2FQE,2YXV,2YXW,3NSC,3NT0,3OD3,3PAV,3QQX,3UAA,3UAB,3UAC,3UAD,3UAE,4E9Q,4E9R,4E9S,4E9T,4EF3,4HAK,4HAL,4NER,5B7E,5B7F,5B7M,5YS1,6IM7,6IM8,7F0V,7F19"
P36655,8,"1JPE,1L6P,1Z5Y,2FWE,2FWF,2FWG,2FWH,3PFU"
P36659,1,3UCS
P36701,1,5A8U
P36847,1,6STW
P36871,1,5EPC
P36873,2,"4UT2,5INB"
P36894,3,"1REW,2H62,2H64"
P36897,5,"4X2N,5E8S,5E8T,8YHF,8YHL"
P36913,1,1EOK
P36924,1,1VEM
P36929,1,1SQG
P36932,1,5C6K
P36936,3,"1FY2,1FYE,6A4S"
P36969,11,"2GS3,2OBI,5H5Q,5H5R,5H5S,6ELW,6HN3,7L8K,7L8L,7L8Q,7L8R"
P37001,2,"1THQ,3GP6"
P37081,1,1NRZ
P37146,2,"3N37,3N38"
P37156,1,1JUG
P37173,3,"1M9Z,5E8V,5TX4"
P37231,2,"3U9Q,7CXG"
P37268,7,"3VJ8,3VJ9,3VJA,6PYJ,6PYV,6PYW,6PZ5"
P37288,1,1YTV
P37321,1,1E25
P37329,4,"1AMF,1WOD,3R26,4XXU"
P37332,1,1FQT
P37344,3,"2BJV,2BJW,4QNM"
P37352,2,"1GTT,1I7O"
P37355,1,4MXD
P37362,1,4EZN
P37412,1,1CNZ
P37454,1,5CFE
P37478,1,3F6P
P37486,1,4A5N
P37487,2,"1WPN,2HAW"
P37528,1,2NV0
P37552,1,1QD9
P37554,1,2W1R
P37562,1,6G4J
P37565,1,1VZY
P37571,1,2Y1Q
P37584,1,2NZH
P37595,3,"1T3M,3C17,7QSF"
P37610,2,"1OTJ,6EDH"
P37634,1,4BLU
P37651,1,3QXF
P37659,2,"6PCZ,6PD0"
P37671,1,1YSQ
P37672,1,1NXU
P37690,1,4BH5
P37696,1,1WZZ
P37698,1,1G9G
P37700,3,"1G87,1GA2,1K72"
P37710,1,7QFU
P37792,1,4E29
P37800,1,6QW0
P37840,11,"2X6M,3Q25,3Q26,3Q27,3Q28,4R0U,4R0W,4RIK,5CRW,6CT7,6I42"
P37957,10,"1I6W,1ISP,1T2N,2QXU,3D2A,3D2B,3QMM,3QZU,5CRI,5CT8"
P37965,1,5T91
P37967,2,"1C7J,1QE3"
P37975,9,"2Y39,2Y3B,2Y3G,2Y3H,3EPV,3ZG1,4WWB,4WWD,4WWF"
P37978,1,4CXF
P38051,1,3BZM
P38107,3,"6IN7,6IN9,6JAU"
P38108,2,"6IN9,6JAU"
P38110,1,3H7B
P38167,1,7QQY
P38182,2,"3RUI,6WY6"
P38198,1,6COK
P38207,1,7N3Z
P38262,1,1R5M
P38313,1,8T0P
P38324,1,7CQ3
P38428,1,4JQU
P38431,1,2FUL
P38446,1,1ZM8
P38488,1,1CHM
P38501,38,"1AS6,1AS8,1ET5,1ET7,1ET8,1J9Q,1J9S,1J9T,1L9O,1L9P,1L9Q,1L9R,1L9S,1L9T,1NPJ,1NPN,1SJM,1SNR,1ZDQ,1ZDS,2B08,2E86,2FJS,2PP7,2PP8,2PP9,2PPA,2PPC,2PPD,2PPE,2PPF,3H4H,3H56,4YSE,5D4H,5D4I,5F7A,5F7B"
P38507,4,"4NPD,4NPE,4NPF,4ZMD"
P38516,1,1DMG
P38524,1,1HPI
P38533,1,7N9J
P38624,1,1RYP
P38634,1,6G86
P38636,3,"1CC7,5VDE,5VDF"
P38659,1,3EC3
P38684,1,1ZGZ
P38698,2,"2QB6,2QB7"
P38713,1,4IC4
P38760,1,5D77
P38798,1,4LUN
P38800,2,"5YQJ,5YQP"
P38822,2,"1ZUU,2A28"
P38825,2,"3FP2,3FP3"
P38830,11,"1MNN,2ETW,2EUV,2EUW,2EUX,2EUZ,2EVF,2EVG,2EVH,2EVI,2EVJ"
P38850,1,6J0Y
P38862,4,"3RUI,3T7F,3T7H,4GSJ"
P38894,10,"2XJQ,2XJV,4AHW,4AHX,4AHY,4AHZ,4AI0,4AI1,4AI2,4AI3"
P38936,1,5E0U
P38940,1,1J0H
P38996,2,"2XNQ,2XNR"
P38998,2,"2Q99,2QRJ"
P38999,1,2AXQ
P39001,1,6XAW
P39042,5,"1ES2,1ES4,1ES5,1ESI,1J9M"
P39045,1,1W79
P39060,1,3HSH
P39061,1,1KOE
P39072,1,6GZ8
P39108,1,3W15
P39116,3,"1BN8,2BSP,2O0W"
P39140,1,4OQQ
P39142,1,5OLN
P39155,3,"4ETI,4ETN,4KK3"
P39172,3,"2OGW,2OSV,2PRS"
P39230,5,"6X6O,6XC0,6XC1,7CN6,7CN7"
P39264,2,"7B0W,7B0X"
P39265,1,1GUD
P39274,1,5I0C
P39304,1,1KV8
P39315,1,2ZCU
P39321,1,5VTG
P39352,1,4J09
P39371,1,2UVK
P39405,1,7QP5
P39408,1,1ZZM
P39432,1,1U14
P39462,2,"1JVB,1NTO"
P39476,1,1C8C
P39485,1,3AY7
P39510,1,3WX4
P39579,1,4BPF
P39593,2,"1EKQ,1ESJ"
P39594,1,1G4E
P39597,2,"6KMM,7E5Q"
P39615,1,3ZOQ
P39621,1,1QG8
P39640,1,5ITW
P39644,1,3U49
P39669,2,"5W5R,5W6J"
P39678,1,1BM8
P39683,1,1VLP
P39684,2,"6EXX,6EZ7"
P39687,1,4XOS
P39688,1,3UF4
P39730,1,4N3S
P39739,1,5MAW
P39748,3,"1U7B,5ZOD,5ZOE"
P39759,1,2QIK
P39765,2,"1A3C,4P82"
P39767,3,"1PRN,2PRN,3PRN"
P39769,2,"1KW4,1PK1"
P39779,1,2B18
P39797,1,6IA5
P39805,1,1H99
P39825,1,3D9Y
P39829,1,3LAZ
P39840,2,"3MWX,4BZF"
P39841,1,1QWR
P39890,1,1TUW
P39900,7,"1OS9,1Y93,2OXU,2OXW,2OXZ,4IJO,8RIJ"
P39912,1,5GO2
P39928,1,2R25
P39929,1,5FD9
P39990,3,"1ZWZ,2ALE,4NUT"
P39993,1,1KU1
P40013,2,"2QJX,6FC6"
P40014,2,"2FTX,5T6J"
P40019,1,6AE8
P40029,1,3PIM
P40037,1,1JD1
P40043,1,3BCY
P40080,1,5FVK
P40087,1,4Z2Z
P40126,1,4HX1
P40131,1,3TEE
P40161,1,3FSS
P40165,1,1JZT
P40185,1,3QUW
P40189,1,3L5I
P40199,2,"4Y8A,4YIQ"
P40202,2,"1EJ8,1QUP"
P40302,1,1RYP
P40303,1,1RYP
P40337,4,"1LM8,4AJY,6GFX,6ZHC"
P40343,3,"1O06,1VFY,3R42"
P40357,1,3B5N
P40381,1,1E0B
P40399,4,"1W53,2J6Y,2J6Z,2J70"
P40406,1,3BMX
P40409,1,2WI8
P40424,1,1PUF
P40465,3,"3VU9,4DT1,4EQ6"
P40477,1,4DS1
P40485,1,4A5K
P40486,1,3UAH
P40515,2,"2PQR,3O48"
P40545,1,2AGK
P40553,1,2A4V
P40554,2,"2PKO,2QJL"
P40555,2,"3WHJ,4O06"
P40568,1,5T6J
P40688,1,3BRL
P40699,1,4YX1
P40709,2,"5I5D,5I5F"
P40729,1,6CH1
P40746,2,"4P8I,4PA5"
P40802,2,"4Q1H,4Q1K"
P40806,1,4NA1
P40847,3,"5JDK,6EXT,6EXU"
P40881,11,"1QQ0,1QRE,1QRF,1QRG,1QRL,1QRM,3OTM,3OTZ,3OU9,3OUP,3OW5"
P40893,1,3O12
P40926,1,4WLE
P40933,1,2Z3Q
P40942,1,2DEP
P40943,5,"1R85,1R86,1R87,3MMD,4PRW"
P40947,1,6IRQ
P40949,1,6HQC
P40960,1,4HT6
P40967,5,"1TVB,1TVH,3CC5,5EU3,5EU5"
P40984,1,3RCZ
P41016,8,"1C9O,1HZ9,1HZA,1HZB,1HZC,1I5F,2HAX,5JX4"
P41020,10,"6ZNY,6ZNZ,6ZO1,6ZO2,6ZO3,7B58,7B59,7B5A,7P7N,7P7O"
P41021,10,"6ZNY,6ZNZ,6ZO1,6ZO2,6ZO3,7B58,7B59,7B5A,7P7N,7P7O"
P41022,5,"7B58,7B59,7B5A,7P7N,7P7O"
P41052,2,"1LTM,1QUS"
P41088,1,4DOI
P41140,1,2SFA
P41161,2,"4UNO,5ILV"
P41182,8,"1R29,5H7G,5H7H,6TBT,6XWF,6XYX,6XZZ,6Y17"
P41208,1,2OBH
P41212,3,"1JI7,7JU2,8THA"
P41214,2,"5OA9,5W2F"
P41218,1,5H7Q
P41222,8,"4ORS,4ORU,4ORW,4ORX,4ORY,4OS0,4OS3,4OS8"
P41240,2,"3EAC,3EAZ"
P41260,4,"1B0B,1EBT,1FLP,1MOH"
P41261,4,"2OLP,3PI2,3PI3,3PT8"
P41262,1,3PT8
P41277,1,2QLT
P41338,1,5XYJ
P41355,1,3PWU
P41365,10,"4K5Q,4K6G,4K6H,4K6K,6ISP,6ISQ,6J1P,6J1Q,6J1R,6J1S"
P41500,1,2ACY
P41586,1,3N94
P41695,1,2I3S
P41734,1,3MIL
P41743,1,1WMH
P41783,2,"4G1I,4G2S"
P41805,1,4ZOX
P41811,10,"2YNN,2YNO,4J73,4J77,4J78,4J79,4J81,4J82,4J84,4J86"
P41851,1,1UV7
P41977,7,"3DC5,4X9Q,5AG2,6ELK,6QZM,6QZN,6S0D"
P42013,1,1Y51
P42061,1,1XOC
P42081,1,5YXK
P42191,1,1N12
P42212,9,"1GFL,1QYO,1YHH,1YHI,2AWJ,2G2S,2G3D,2G5Z,2HFC"
P42216,1,1H7E
P42228,1,1BGF
P42251,1,2YEQ
P42293,3,"2X8F,2X8T,4COT"
P42305,2,"2G0C,2HJV"
P42336,1,7L1C
P42345,1,5WBH
P42371,2,"1NNJ,1PJI"
P42404,1,1M3S
P42406,1,7BZE
P42419,2,"1I60,1I6N"
P42494,3,"5HRB,5HRD,5HRE"
P42522,1,5IBW
P42530,1,2VM9
P42566,1,2IV9
P42567,2,"1KYF,1KYU"
P42568,1,7EIC
P42574,65,"1QX3,2CJX,2DKO,2H5I,2J30,2J31,2J32,2XYH,3EDQ,3GJS,3ITN,3PCX,3PD1,4DCJ,4DCO,4DCP,4EHA,4EHD,4EHF,4EHH,4EHK,4EHL,4EHN,4JR0,4PRY,4PS0,4QTX,4QTY,4QU0,4QU5,4QU8,4QU9,4QUA,4QUB,4QUD,4QUE,4QUG,4QUH,4QUI,4QUJ,4QUL,5I9B,5I9T,5IAB,5IAE,5IAG,5IAJ,5IAK,5IAR,5IAS,5IBC,5IBP,5IBR,6BDV,6BFJ,6BFK,6BFL,6BFO,6BG1,6BG4,6BGK,6BGQ,6BGS,6BH9,6BHA"
P42575,4,"1PYO,3R5J,3R6L,3R7B"
P42589,1,3ERS
P42592,5,"3D3I,3W7S,3W7U,5CA3,6XUX"
P42624,1,2VEC
P42679,1,3US4
P42684,2,"3ULR,4EIH"
P42700,1,1YVR
P42708,1,5XHB
P42773,1,1IHB
P42790,1,1GA6
P42849,2,"1X9R,1X9U"
P42907,1,3C3J
P42937,1,3F4A
P42955,1,3NJC
P42981,1,6P2T
P43034,1,7MT1
P43075,1,6U00
P43132,1,4RT4
P43133,3,"5ONP,5ONQ,6FHP"
P43146,1,3AU4
P43155,1,1NM8
P43166,1,6G4T
P43183,1,4A8U
P43214,2,"1WHO,2VXQ"
P43215,1,6TRK
P43221,1,1JFU
P43235,4,"4YVA,5JH3,5TUN,7NXL"
P43252,1,4F8K
P43254,9,"5IGO,5KWN,6QTO,6QTQ,6QTT,6QTU,6QTV,6QTW,6QTX"
P43268,2,"4CO8,5ILU"
P43309,3,"6ELS,6ELT,6ELV"
P43316,4,"1HD5,2ENG,3ENG,4ENG"
P43320,1,1YTQ
P43332,3,"6F4G,6F4I,6F4J"
P43355,1,3BO8
P43358,2,"1I4F,6TRN"
P43378,1,2PA5
P43379,2,"1D3C,1KCL"
P43405,1,7Q63
P43478,1,1DYP
P43490,5,"4O14,4O17,4O18,4O19,4O1A"
P43522,1,1V3Y
P43529,4,"1QB5,4FNF,4FO2,4FP5"
P43555,3,"2A6Y,2A6Z,2A70"
P43558,3,"3BY4,4KDI,4KDL"
P43588,4,"4O8X,4O8Y,4OCM,5W83"
P43589,1,4MSX
P43593,1,1VJV
P43603,2,"1OOT,1SSH"
P43615,1,3UC9
P43619,1,3C2E
P43621,1,5FJZ
P43626,1,1NKR
P43642,1,1D02
P43680,1,4Y60
P43772,2,"1G3K,1JJW"
P43873,2,"4MV7,4MV9"
P43877,1,1UQR
P43889,1,2V0H
P43895,1,1TFE
P43912,1,1UAJ
P43925,1,6B8D
P43933,1,1NO5
P44206,2,"3PSA,3PSH"
P44251,2,"5GNG,5H3B"
P44480,1,1VHC
P44490,1,1VIC
P44514,1,4H2K
P44539,2,"1F5Z,1F6K"
P44542,1,2CEY
P44602,2,"4I84,4RM6"
P44627,1,1VHY
P44654,1,1JNI
P44711,1,1J8B
P44725,1,1M0S
P44741,11,"3M71,3M72,3M73,3M74,3M75,3M76,3M77,3M7B,3M7C,3M7E,3M7L"
P44774,1,1NPY
P44814,1,1J7G
P44859,1,1GQZ
P44862,1,1NRI
P44868,1,6AHW
P44880,1,1JMV
P44882,1,1IZM
P44886,1,3BJK
P44887,1,1MWQ
P44969,1,3H09
P45083,2,"1SC0,2B6E"
P45124,1,1VIO
P45131,1,2B61
